Date,Symbol,Open_x,High_x,Low_x,Close_x,Volume_x,Open_y,High_y,Low_y,Close_y,Volume_y
2020-01-08,GOOGL,144.73,144.73,142.28,142.33,474770.0,,,,,
2020-01-08,META,136.87,136.87,134.52,135.05,3398965.0,,,,,
2020-01-08,MSFT,353.94,353.94,347.0,348.76,3977350.0,,,,,
2020-01-08,TSLA,208.9,208.9,203.11,204.13,8986506.0,,,,,
2020-01-08,XRP,,,,,,1.030043,1.042421,0.989562,1.031383,319632.0
2020-01-09,AAPL,459.42,473.08,459.42,470.48,17777049.0,,,,,
2020-01-09,AMZN,168.51,168.51,166.05,166.55,17736929.0,,,,,
2020-01-09,BNB,,,,,,561.52,561.52,543.68,543.88,522767.0
2020-01-09,BTC,,,,,,34600.34,34600.34,31272.42,31703.97,30317.0
2020-01-09,ETH,,,,,,2562.38,2640.83,2481.67,2544.73,111499.0
2020-01-09,GOOGL,142.79,142.79,140.75,140.82,376173.0,,,,,
2020-01-09,META,136.14,137.25,136.14,137.11,4994840.0,,,,,
2020-01-09,MSFT,348.83,348.83,346.51,347.59,3362423.0,,,,,
2020-01-09,TSLA,204.94,205.48,203.92,204.68,1930645.0,,,,,
2020-01-09,XRP,,,,,,1.002657,1.043192,1.002657,1.01328,1838.0
2020-01-10,AAPL,475.77,481.4,475.77,479.28,1437240.0,,,,,
2020-01-10,AMZN,165.61,172.6,165.61,172.58,4530568.0,,,,,
2020-01-10,BNB,,,,,,548.55,548.55,531.88,542.98,9616383.0
2020-01-10,BTC,,,,,,32510.22,33635.68,31646.34,31870.8,453732.0
2020-01-10,ETH,,,,,,2493.86,2493.86,2460.21,2468.59,326996.0
2020-01-10,GOOGL,141.23,142.76,139.54,141.85,5203894.0,,,,,
2020-01-10,META,137.34,137.34,131.64,135.93,2970849.0,,,,,
2020-01-10,MSFT,346.88,350.78,346.88,350.63,7262100.0,,,,,
2020-01-10,TSLA,204.19,205.42,203.42,204.65,859629.0,,,,,
2020-01-10,XRP,,,,,,1.042577,1.056226,1.023049,1.033374,9089.0
2020-01-13,AAPL,479.4,479.4,467.66,469.94,622621.0,,,,,
2020-01-13,AMZN,173.22,178.11,173.22,177.32,4988688.0,,,,,
2020-01-13,BNB,,,,,,584.44,584.44,569.72,569.99,36728.0
2020-01-13,BTC,,,,,,32929.92,33161.75,32534.7,33030.34,7171223.0
2020-01-13,ETH,,,,,,2607.79,2607.79,2585.73,2587.4,419037.0
2020-01-13,GOOGL,141.36,143.35,139.98,140.95,8641211.0,,,,,
2020-01-13,META,135.88,136.2,134.19,135.39,648445.0,,,,,
2020-01-13,MSFT,350.17,352.74,350.17,352.49,1508602.0,,,,,
2020-01-13,TSLA,204.68,204.68,198.98,200.9,742861.0,,,,,
2020-01-13,XRP,,,,,,1.103031,1.11504,1.103031,1.110403,87393.0
2020-01-14,AAPL,471.21,472.09,466.37,468.52,3768963.0,,,,,
2020-01-14,AMZN,177.48,177.48,172.52,173.35,284890.0,,,,,
2020-01-14,BNB,,,,,,604.03,604.03,551.65,558.41,5194491.0
2020-01-14,BTC,,,,,,34084.36,36483.59,34084.36,36048.4,81821.0
2020-01-14,ETH,,,,,,2690.72,2792.94,2690.72,2777.17,226315.0
2020-01-14,GOOGL,139.76,139.76,139.11,139.44,2348404.0,,,,,
2020-01-14,META,135.88,138.21,135.24,135.26,701999.0,,,,,
2020-01-14,MSFT,353.83,354.88,346.96,348.86,2617038.0,,,,,
2020-01-14,TSLA,201.55,201.55,201.12,201.24,3084449.0,,,,,
2020-01-14,XRP,,,,,,1.057032,1.057032,1.008635,1.027072,51562.0
2020-01-15,AAPL,470.39,470.39,460.77,461.48,14169711.0,,,,,
2020-01-15,AMZN,175.63,176.1,175.59,175.85,5398764.0,,,,,
2020-01-15,BNB,,,,,,583.91,583.91,545.07,546.98,46009.0
2020-01-15,BTC,,,,,,36115.82,37893.57,36062.73,37156.91,40353.0
2020-01-15,ETH,,,,,,2802.13,2858.68,2802.13,2854.6,31583.0
2020-01-15,GOOGL,138.58,142.07,133.62,138.25,11283983.0,,,,,
2020-01-15,META,135.23,140.1,135.23,139.41,6295773.0,,,,,
2020-01-15,MSFT,346.94,347.71,345.48,347.35,45728834.0,,,,,
2020-01-15,TSLA,201.82,202.21,200.12,200.96,41691894.0,,,,,
2020-01-15,XRP,,,,,,1.062916,1.062916,0.981955,1.007859,936728.0
2020-01-16,AAPL,461.96,473.84,461.96,467.18,1395042.0,,,,,
2020-01-16,AMZN,177.63,182.44,177.63,182.01,2753399.0,,,,,
2020-01-16,BNB,,,,,,560.79,587.4,560.79,583.45,105941.0
2020-01-16,BTC,,,,,,38782.33,38782.33,36036.46,36341.07,140712.0
2020-01-16,ETH,,,,,,2889.08,3019.97,2889.08,3002.64,623920.0
2020-01-16,GOOGL,138.27,138.27,132.09,134.29,11713902.0,,,,,
2020-01-16,META,139.25,140.84,139.25,140.16,15196927.0,,,,,
2020-01-16,MSFT,346.61,351.47,346.61,350.24,6116948.0,,,,,
2020-01-16,TSLA,200.58,200.58,198.65,199.32,1481935.0,,,,,
2020-01-16,XRP,,,,,,1.049669,1.134604,1.049669,1.074859,253082.0
2020-01-17,AAPL,464.62,468.23,448.49,460.95,729133.0,,,,,
2020-01-17,AMZN,182.76,182.76,171.91,175.18,1543329.0,,,,,
2020-01-17,BNB,,,,,,588.05,604.83,496.81,566.99,204753.0
2020-01-17,BTC,,,,,,33017.4,37549.9,32209.53,35253.39,6728.0
2020-01-17,ETH,,,,,,3040.87,3083.1,3040.87,3071.09,138609.0
2020-01-17,GOOGL,133.89,134.0,132.86,133.89,21697574.0,,,,,
2020-01-17,META,140.36,140.47,138.22,139.15,3114767.0,,,,,
2020-01-17,MSFT,350.09,354.23,350.09,354.22,20983296.0,,,,,
2020-01-17,TSLA,200.22,201.16,199.28,201.05,803665.0,,,,,
2020-01-17,XRP,,,,,,1.024313,1.054628,1.024313,1.048584,33598.0
2020-01-20,AAPL,462.47,462.55,462.44,462.47,18796998.0,,,,,
2020-01-20,AMZN,172.44,172.44,166.8,168.72,4023428.0,,,,,
2020-01-20,BNB,,,,,,586.74,586.74,565.81,572.98,52057.0
2020-01-20,BTC,,,,,,33976.39,33976.39,31311.2,31776.66,3559349.0
2020-01-20,ETH,,,,,,2924.83,2959.48,2924.83,2953.33,989832.0
2020-01-20,GOOGL,134.66,134.66,133.06,133.1,1962622.0,,,,,
2020-01-20,META,139.3,139.3,135.76,135.89,34111572.0,,,,,
2020-01-20,MSFT,355.24,356.73,355.24,356.69,8636093.0,,,,,
2020-01-20,TSLA,201.87,201.87,200.5,200.6,9016834.0,,,,,
2020-01-20,XRP,,,,,,1.12965,1.12965,1.087623,1.105196,321832.0
2020-01-21,AAPL,464.33,464.33,455.21,457.42,45095141.0,,,,,
2020-01-21,AMZN,167.08,179.39,167.08,179.11,2575226.0,,,,,
2020-01-21,BNB,,,,,,553.74,583.84,553.74,583.62,4439.0
2020-01-21,BTC,,,,,,33305.96,33305.96,32015.74,32086.15,395930.0
2020-01-21,ETH,,,,,,2772.71,2864.39,2772.71,2862.74,343269.0
2020-01-21,GOOGL,132.27,135.91,132.27,135.37,2158760.0,,,,,
2020-01-21,META,135.66,138.51,135.66,138.24,3927263.0,,,,,
2020-01-21,MSFT,357.67,357.67,348.59,351.12,19665376.0,,,,,
2020-01-21,TSLA,200.73,201.39,199.72,200.5,18191783.0,,,,,
2020-01-21,XRP,,,,,,1.132937,1.155003,1.132937,1.134422,393882.0
2020-01-22,AAPL,458.36,462.32,458.36,460.83,1544976.0,,,,,
2020-01-22,AMZN,179.45,189.86,179.45,186.96,16778045.0,,,,,
2020-01-22,BNB,,,,,,549.33,553.63,549.33,551.86,3069183.0
2020-01-22,BTC,,,,,,31043.63,31605.34,30982.72,31190.0,431735.0
2020-01-22,ETH,,,,,,3032.13,3145.14,3032.13,3066.1,5964967.0
2020-01-22,GOOGL,135.6,135.6,127.27,132.74,3049322.0,,,,,
2020-01-22,META,138.57,138.57,134.47,134.77,5549571.0,,,,,
2020-01-22,MSFT,349.95,351.58,349.95,351.33,3078126.0,,,,,
2020-01-22,TSLA,200.55,203.13,197.33,201.63,2528947.0,,,,,
2020-01-22,XRP,,,,,,1.044953,1.085382,1.044953,1.073221,50546.0
2020-01-23,AAPL,463.75,463.75,456.79,462.29,6846894.0,,,,,
2020-01-23,AMZN,188.76,188.76,180.72,181.4,14883769.0,,,,,
2020-01-23,BNB,,,,,,518.08,518.08,491.59,501.88,57006.0
2020-01-23,BTC,,,,,,31407.49,31407.49,30420.16,30602.96,181974.0
2020-01-23,ETH,,,,,,3012.22,3012.22,2937.48,2953.7,10572390.0
2020-01-23,GOOGL,131.3,133.75,131.3,133.26,2459942.0,,,,,
2020-01-23,META,133.99,138.84,133.99,137.54,14109214.0,,,,,
2020-01-23,MSFT,351.82,351.82,348.8,348.88,1027945.0,,,,,
2020-01-23,TSLA,200.83,203.81,200.83,203.7,3404518.0,,,,,
2020-01-23,XRP,,,,,,1.112972,1.112972,1.074276,1.083987,288428.0
2020-01-24,AAPL,462.48,462.48,453.16,455.4,9089082.0,,,,,
2020-01-24,AMZN,180.45,180.45,178.58,178.91,1339164.0,,,,,
2020-01-24,BNB,,,,,,455.92,478.02,455.92,471.55,34507.0
2020-01-24,BTC,,,,,,26430.27,29630.36,26430.27,28156.12,71984.0
2020-01-24,ETH,,,,,,2884.69,2980.57,2880.98,2945.92,25232.0
2020-01-24,GOOGL,132.78,136.44,132.78,136.06,1376222.0,,,,,
2020-01-24,META,137.63,138.32,135.02,137.07,49380416.0,,,,,
2020-01-24,MSFT,348.06,356.52,348.06,355.55,8514458.0,,,,,
2020-01-24,TSLA,204.2,204.2,201.45,202.13,11913553.0,,,,,
2020-01-24,XRP,,,,,,1.09339,1.09339,1.071222,1.072891,465301.0
2020-01-27,AAPL,454.96,457.86,454.96,457.74,6820409.0,,,,,
2020-01-27,AMZN,177.76,177.76,172.82,173.12,21748762.0,,,,,
2020-01-27,BNB,,,,,,544.9,544.9,500.93,520.54,45651.0
2020-01-27,BTC,,,,,,28625.54,29046.92,26753.4,27970.24,1647026.0
2020-01-27,ETH,,,,,,2768.02,2821.25,2722.44,2724.89,23471.0
2020-01-27,GOOGL,137.19,138.42,137.19,138.36,2829253.0,,,,,
2020-01-27,META,136.65,139.21,134.88,136.64,2115237.0,,,,,
2020-01-27,MSFT,356.58,356.58,351.74,352.49,9182695.0,,,,,
2020-01-27,TSLA,202.26,202.26,198.07,199.11,655330.0,,,,,
2020-01-27,XRP,,,,,,1.133421,1.133833,1.121622,1.124815,599038.0
2020-01-28,AAPL,458.63,459.17,456.62,458.65,604675.0,,,,,
2020-01-28,AMZN,174.06,174.06,170.06,170.1,6531394.0,,,,,
2020-01-28,BNB,,,,,,532.51,532.51,499.9,502.53,49031.0
2020-01-28,BTC,,,,,,27257.84,28336.22,27257.84,28190.52,483577.0
2020-01-28,ETH,,,,,,2632.62,2714.92,2632.62,2687.83,159502.0
2020-01-28,GOOGL,138.57,143.36,138.57,140.09,456621.0,,,,,
2020-01-28,META,137.09,137.09,133.78,134.54,604194.0,,,,,
2020-01-28,MSFT,351.78,352.02,350.08,351.49,7428139.0,,,,,
2020-01-28,TSLA,198.57,198.57,193.51,193.53,5031976.0,,,,,
2020-01-28,XRP,,,,,,1.164136,1.164136,1.133796,1.145015,25479.0
2020-01-29,AAPL,459.98,459.98,449.82,452.5,2406658.0,,,,,
2020-01-29,AMZN,171.37,174.2,171.37,174.0,5984750.0,,,,,
2020-01-29,BNB,,,,,,528.41,528.41,502.71,507.02,187202.0
2020-01-29,BTC,,,,,,28940.4,28940.4,28439.38,28440.56,36573.0
2020-01-29,ETH,,,,,,2677.71,2735.96,2677.71,2705.45,216562.0
2020-01-29,GOOGL,139.59,139.85,138.5,139.17,4827949.0,,,,,
2020-01-29,META,133.87,133.87,132.09,132.78,5086420.0,,,,,
2020-01-29,MSFT,351.89,358.69,351.89,356.04,273773.0,,,,,
2020-01-29,TSLA,193.1,193.1,191.6,192.76,8516172.0,,,,,
2020-01-29,XRP,,,,,,1.116917,1.133147,1.116917,1.127965,250007.0
2020-01-30,AAPL,452.14,465.58,452.14,462.51,10211690.0,,,,,
2020-01-30,AMZN,174.18,174.71,174.18,174.62,637650.0,,,,,
2020-01-30,BNB,,,,,,505.5,517.96,493.61,510.86,60168.0
2020-01-30,BTC,,,,,,26050.59,26050.59,24768.1,25398.85,105589.0
2020-01-30,ETH,,,,,,2591.83,2689.15,2583.6,2618.34,190215.0
2020-01-30,GOOGL,139.91,141.81,138.55,141.07,5051059.0,,,,,
2020-01-30,META,133.51,133.51,129.79,130.28,4776698.0,,,,,
2020-01-30,MSFT,354.91,361.63,354.91,360.82,8585616.0,,,,,
2020-01-30,TSLA,192.2,192.2,189.16,189.25,1296320.0,,,,,
2020-01-30,XRP,,,,,,1.091501,1.091501,1.069534,1.075929,1001702.0
2020-01-31,AAPL,460.06,465.06,453.91,459.02,791658.0,,,,,
2020-01-31,AMZN,174.56,174.56,171.45,172.12,5919854.0,,,,,
2020-01-31,BNB,,,,,,535.56,535.56,501.93,509.97,15941.0
2020-01-31,BTC,,,,,,23120.0,24519.26,23120.0,23925.36,3990693.0
2020-01-31,ETH,,,,,,2488.4,2611.84,2487.4,2542.45,275245.0
2020-01-31,GOOGL,141.54,141.54,139.59,141.06,1107525.0,,,,,
2020-01-31,META,129.22,132.65,129.22,131.69,1780068.0,,,,,
2020-01-31,MSFT,362.81,362.81,353.42,354.94,44698976.0,,,,,
2020-01-31,TSLA,188.64,191.98,188.64,191.63,2088265.0,,,,,
2020-01-31,XRP,,,,,,1.041838,1.09255,1.034163,1.052632,1577782.0
2020-02-03,AAPL,458.53,458.53,456.65,457.06,2057679.0,,,,,
2020-02-03,AMZN,172.5,172.5,165.55,165.64,2968095.0,,,,,
2020-02-03,BNB,,,,,,455.76,463.01,445.73,449.46,114767.0
2020-02-03,BTC,,,,,,23403.05,23641.71,20461.96,21551.05,7251056.0
2020-02-03,ETH,,,,,,2542.57,2542.57,2422.14,2466.92,155142.0
2020-02-03,GOOGL,141.09,143.03,141.09,142.85,2803430.0,,,,,
2020-02-03,META,131.68,132.5,131.68,132.48,2619392.0,,,,,
2020-02-03,MSFT,355.69,362.22,355.69,359.23,762340.0,,,,,
2020-02-03,TSLA,191.78,194.03,191.78,193.78,6015069.0,,,,,
2020-02-03,XRP,,,,,,0.993151,0.993151,0.971833,0.976711,18088.0
2020-02-04,AAPL,456.45,457.64,452.45,455.73,1824523.0,,,,,
2020-02-04,AMZN,165.98,165.98,163.8,163.98,3015095.0,,,,,
2020-02-04,BNB,,,,,,464.99,464.99,439.13,443.62,1000759.0
2020-02-04,BTC,,,,,,21867.75,21867.75,20917.32,20987.92,403293.0
2020-02-04,ETH,,,,,,2433.58,2462.62,2410.91,2435.79,205714.0
2020-02-04,GOOGL,144.2,144.66,140.71,143.41,2171362.0,,,,,
2020-02-04,META,133.3,133.49,133.3,133.38,4062903.0,,,,,
2020-02-04,MSFT,359.57,359.57,354.5,355.57,23311583.0,,,,,
2020-02-04,TSLA,193.74,193.81,193.56,193.57,4105340.0,,,,,
2020-02-04,XRP,,,,,,1.008642,1.030857,1.008642,1.030532,142807.0
2020-02-05,AAPL,451.92,451.92,442.97,443.6,2215953.0,,,,,
2020-02-05,AMZN,163.21,164.55,160.42,163.51,40200175.0,,,,,
2020-02-05,BNB,,,,,,427.82,455.54,416.49,436.14,509745.0
2020-02-05,BTC,,,,,,19546.59,21948.12,19546.59,21632.3,414731.0
2020-02-05,ETH,,,,,,2441.74,2548.99,2441.74,2496.34,925113.0
2020-02-05,GOOGL,142.49,146.3,142.49,145.68,944306.0,,,,,
2020-02-05,META,133.32,133.32,129.07,130.7,4892971.0,,,,,
2020-02-05,MSFT,354.29,359.19,354.29,357.69,1425919.0,,,,,
2020-02-05,TSLA,193.31,198.05,193.31,195.52,1235922.0,,,,,
2020-02-05,XRP,,,,,,1.021763,1.041871,1.020883,1.031839,342153.0
2020-02-06,AAPL,445.78,457.38,445.78,457.13,882363.0,,,,,
2020-02-06,AMZN,163.57,163.57,159.18,160.17,1920455.0,,,,,
2020-02-06,BNB,,,,,,465.34,465.34,456.69,456.95,119594.0
2020-02-06,BTC,,,,,,21092.46,21123.22,20220.72,20612.78,257301.0
2020-02-06,ETH,,,,,,2389.74,2389.74,2362.86,2383.52,212238.0
2020-02-06,GOOGL,145.29,148.06,145.29,146.7,3401993.0,,,,,
2020-02-06,META,131.52,131.52,128.46,129.71,1779699.0,,,,,
2020-02-06,MSFT,356.26,356.63,355.43,356.11,728957.0,,,,,
2020-02-06,TSLA,195.69,195.69,192.74,193.59,3045154.0,,,,,
2020-02-06,XRP,,,,,,1.057857,1.057857,0.995476,1.011068,887470.0
2020-02-07,AAPL,457.2,468.15,457.2,465.32,10488101.0,,,,,
2020-02-07,AMZN,159.56,162.26,152.91,157.24,33438451.0,,,,,
2020-02-07,BNB,,,,,,456.34,476.14,449.78,469.67,4126826.0
2020-02-07,BTC,,,,,,20681.87,20681.87,19083.68,19445.56,14763.0
2020-02-07,ETH,,,,,,2243.13,2277.02,2233.65,2255.1,38619.0
2020-02-07,GOOGL,147.29,148.14,146.32,148.02,14545893.0,,,,,
2020-02-07,META,130.12,130.33,129.75,129.87,3894309.0,,,,,
2020-02-07,MSFT,356.7,358.72,352.08,355.2,8143469.0,,,,,
2020-02-07,TSLA,194.05,194.05,190.69,192.44,3439557.0,,,,,
2020-02-07,XRP,,,,,,0.981775,0.981775,0.959049,0.965239,91805.0
2020-02-10,AAPL,464.03,477.36,464.03,474.43,5746055.0,,,,,
2020-02-10,AMZN,155.35,156.56,155.35,156.28,1248642.0,,,,,
2020-02-10,BNB,,,,,,496.85,496.85,450.81,476.46,565280.0
2020-02-10,BTC,,,,,,19365.03,19365.03,19043.56,19229.67,518983.0
2020-02-10,ETH,,,,,,2353.59,2502.14,2195.66,2352.52,177026.0
2020-02-10,GOOGL,149.85,149.85,143.57,146.34,3514556.0,,,,,
2020-02-10,META,130.23,133.03,130.23,133.01,6925558.0,,,,,
2020-02-10,MSFT,355.14,364.16,355.14,361.93,8414206.0,,,,,
2020-02-10,TSLA,191.66,191.66,189.87,190.56,2230819.0,,,,,
2020-02-10,XRP,,,,,,0.980155,1.011392,0.922544,0.97465,486913.0
2020-02-11,AAPL,474.29,474.29,471.24,471.24,3178676.0,,,,,
2020-02-11,AMZN,155.8,158.24,155.8,158.19,3518923.0,,,,,
2020-02-11,BNB,,,,,,458.52,491.26,458.52,490.16,796490.0
2020-02-11,BTC,,,,,,17152.77,18588.87,15906.39,17077.37,84479.0
2020-02-11,ETH,,,,,,2310.71,2321.99,2310.71,2319.83,75236.0
2020-02-11,GOOGL,146.12,148.92,146.12,148.82,2926720.0,,,,,
2020-02-11,META,133.61,134.47,133.2,133.71,1392642.0,,,,,
2020-02-11,MSFT,361.5,361.5,358.2,358.72,4118695.0,,,,,
2020-02-11,TSLA,191.07,191.07,186.79,189.75,4260862.0,,,,,
2020-02-11,XRP,,,,,,0.953065,1.002123,0.953065,0.98677,86015.0
2020-02-12,AAPL,470.81,470.81,459.72,463.34,7063795.0,,,,,
2020-02-12,AMZN,157.27,172.87,157.27,170.91,23514832.0,,,,,
2020-02-12,BNB,,,,,,496.01,496.01,463.47,480.84,909731.0
2020-02-12,BTC,,,,,,18075.74,19491.13,18075.74,19270.11,280376.0
2020-02-12,ETH,,,,,,2384.17,2384.17,2289.91,2309.63,815805.0
2020-02-12,GOOGL,150.62,151.24,149.45,150.44,10834259.0,,,,,
2020-02-12,META,133.57,134.49,133.57,134.43,2394210.0,,,,,
2020-02-12,MSFT,357.57,363.85,357.57,363.7,3243734.0,,,,,
2020-02-12,TSLA,189.46,189.87,188.8,189.64,5720666.0,,,,,
2020-02-12,XRP,,,,,,1.011244,1.011244,0.932698,0.937999,179889.0
2020-02-13,AAPL,463.93,463.93,456.04,456.33,4048028.0,,,,,
2020-02-13,AMZN,168.92,171.23,168.92,170.53,6019226.0,,,,,
2020-02-13,BNB,,,,,,516.97,516.97,483.44,492.35,380796.0
2020-02-13,BTC,,,,,,17615.83,17844.56,17615.83,17812.18,61966.0
2020-02-13,ETH,,,,,,2260.9,2270.09,2052.76,2175.53,43227.0
2020-02-13,GOOGL,148.95,149.28,148.69,148.79,3302966.0,,,,,
2020-02-13,META,134.96,136.93,134.52,135.99,735036.0,,,,,
2020-02-13,MSFT,364.88,371.05,360.75,364.43,3129157.0,,,,,
2020-02-13,TSLA,188.96,190.58,188.96,190.13,1876387.0,,,,,
2020-02-13,XRP,,,,,,0.914632,0.921182,0.912839,0.913637,506633.0
2020-02-14,AAPL,457.7,457.7,447.89,449.09,6884842.0,,,,,
2020-02-14,AMZN,171.69,171.69,162.37,165.65,1206441.0,,,,,
2020-02-14,BNB,,,,,,481.96,504.36,481.96,502.64,219091.0
2020-02-14,BTC,,,,,,17071.66,18554.88,16486.76,17665.42,255851.0
2020-02-14,ETH,,,,,,2226.37,2266.7,2209.85,2223.68,30098.0
2020-02-14,GOOGL,148.01,148.01,145.76,145.81,7561017.0,,,,,
2020-02-14,META,136.31,139.0,135.13,137.17,2815791.0,,,,,
2020-02-14,MSFT,364.06,364.15,359.99,361.88,17671534.0,,,,,
2020-02-14,TSLA,189.4,194.85,189.4,193.06,2182025.0,,,,,
2020-02-14,XRP,,,,,,0.921855,0.948182,0.90697,0.930003,507938.0
2020-02-17,AAPL,447.04,457.31,437.73,445.74,20657423.0,,,,,
2020-02-17,AMZN,165.05,170.46,165.05,169.49,2059681.0,,,,,
2020-02-17,BNB,,,,,,539.11,557.2,522.95,546.97,1100172.0
2020-02-17,BTC,,,,,,16795.81,17109.13,16795.81,17062.31,1780160.0
2020-02-17,ETH,,,,,,2263.2,2263.2,2200.02,2202.46,690368.0
2020-02-17,GOOGL,145.03,145.03,142.92,143.65,3746892.0,,,,,
2020-02-17,META,138.41,138.44,136.39,137.44,3189821.0,,,,,
2020-02-17,MSFT,360.97,360.97,358.36,358.48,1412100.0,,,,,
2020-02-17,TSLA,192.75,195.76,192.75,195.44,3664896.0,,,,,
2020-02-17,XRP,,,,,,0.917533,0.926095,0.885814,0.921757,45431.0
2020-02-18,AAPL,447.45,465.05,447.45,464.44,2811292.0,,,,,
2020-02-18,AMZN,167.45,174.77,167.45,173.39,1587644.0,,,,,
2020-02-18,BNB,,,,,,493.6,493.6,479.51,480.46,241409.0
2020-02-18,BTC,,,,,,18548.53,18548.53,18336.92,18411.03,342611.0
2020-02-18,ETH,,,,,,2185.01,2185.01,2135.47,2143.09,202762.0
2020-02-18,GOOGL,144.01,146.26,144.01,146.03,5386761.0,,,,,
2020-02-18,META,136.58,138.89,136.58,138.86,5947124.0,,,,,
2020-02-18,MSFT,358.22,359.62,358.22,359.53,2367789.0,,,,,
2020-02-18,TSLA,195.86,195.86,194.28,195.19,1467414.0,,,,,
2020-02-18,XRP,,,,,,0.886326,0.889559,0.855829,0.880101,875769.0
2020-02-19,AAPL,465.98,468.91,465.98,467.32,11102772.0,,,,,
2020-02-19,AMZN,174.49,174.77,171.31,174.39,448272.0,,,,,
2020-02-19,BNB,,,,,,489.36,489.36,480.51,482.71,2784082.0
2020-02-19,BTC,,,,,,18428.36,19033.63,17232.7,18071.22,309343.0
